X,Y,id,ADMIN,ISO_A3
-11.7950154058938,8.56308595134795,,Sierra Leone,SLE
-88.8709228324581,13.7358491570184,,El Salvador,SLV
12.4422232898884,43.936467150745,,San Marino,SMR
46.2548180115335,9.73101632170712,,Somaliland,"-99"
45.7061456472875,4.74883772953707,,Somalia,SOM
-56.3078114070817,46.9304569666948,,Saint Pierre and Miquelon,SPM
20.7904019687011,44.2213754941729,,Republic of Serbia,SRB
6.72644335884249,0.444259380145436,,Sao Tome and Principe,STP
-55.9110712230966,4.13124550473744,,Suriname,SUR
19.4803833075532,48.7049353539419,,Slovakia,SVK
14.8080899264498,46.1161106954479,,Slovenia,SVN
16.7544663257652,62.7771005628546,,Sweden,SWE
31.480024176666,-26.5619140292775,,Swaziland,SWZ
-63.0701315425802,18.040629314245,,Sint Maarten,SXM
52.0622811788841,-6.48999549707159,,Seychelles,SYC
38.5045640378698,35.0230026069328,,Syria,SYR
-71.8733015490191,21.7800457576047,,Turks and Caicos Islands,TCA
18.6462511920872,15.3330785447836,,Chad,TCD
0.962271475932561,8.5267873131492,,Togo,TGO
101.003333457606,15.1144005439845,,Thailand,THA
71.0158332235266,38.5298860723342,,Tajikistan,TJK
59.3759611366183,39.1159336487737,,Turkmenistan,TKM
125.851077355259,-8.8237779223352,,East Timor,TLS
-174.868509593492,-20.0665525097456,,Tonga,TON
-61.2584508744348,10.4688291415373,,Trinidad and Tobago,TTO
9.55462659043277,34.1194057834003,,Tunisia,TUN
35.1672397166994,39.0610803957494,,Turkey,TUR
178.520322225184,-7.75909583913365,,Tuvalu,TUV
120.949874733703,23.7529850698629,,Taiwan,TWN
34.8135862258248,-6.27509659077801,,United Republic of Tanzania,TZA
32.3670397531773,1.27569230328099,,Uganda,UGA
31.3857478028689,48.9973694233414,,Ukraine,UKR
-103.278895699882,13.3037132797127,,United States Minor Outlying Islands,UMI
-56.0171553014929,-32.7982105088803,,Uruguay,URY
-112.495726111314,45.688113366794,,United States of America,USA
-75.1546725172885,19.9292529942522,,US Naval Base Guantanamo Bay,"-99"
63.1399108276497,41.7560355171765,,Uzbekistan,UZB
12.4534186615513,41.9033094796391,,Vatican,VAT
-61.2033529255514,13.216214800212,,Saint Vincent and the Grenadines,VCT
-66.1688404849904,7.12773208576481,,Venezuela,VEN
-64.5028627753056,18.5098898404839,,British Virgin Islands,VGB
-64.7976516490162,17.9805396087766,,United States Virgin Islands,VIR
106.300934649884,16.6421837534797,,Vietnam,VNM
167.700844242269,-16.2012669034139,,Vanuatu,VUT
-177.059008702618,-13.738106976127,,Wallis and Futuna,WLF
32.9339974720687,34.6318152842294,,Akrotiri Sovereign Base Area,"-99"
-172.161250323764,-13.7545951388668,,Samoa,WSM
47.5906022242803,15.9054218209501,,Yemen,YEM
25.0873646745713,-29.0010319953122,,South Africa,ZAF
27.7742121431877,-13.460110007329,,Zambia,ZMB
29.8518843867314,-19.002536316267,,Zimbabwe,ZWE
